ExperimentName,participante,Session,SessionDate,SessionTime,Cond,pronome,referencia,item,tt2,tt2.RT,tt3,tt3.RT,tt4,tt4.RT,tt5,tt5.RT,tt6,tt6.RT,tt7,tempo.pronome,tt8,tempo.adverbio,tt9,tt9.RT,tt10,tt10.RT,tt11,tt11.RT,tt12,tt12.RT,tt13,tt13.RT,tt14,tt14.RT,Comp
Lista1,7a,1,10-22-2013,15:53:54,2,p,cor,i_9,+,636,Eduardo e Eliane,2498,eram,731,competentes,733,no que faziam,671,e eles,755,inclusive,627,dependiam,729,dessa competência,699,para fechar,830,vários contratos,732,com clientes,653,milionários.,818,2261
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_32,Na lanchonete vegetariana,1051,Celina,735,sempre,561,se alimentava,586,muito bem,609,e eles,536,geralmente,513,preparavam,604,as refeições,627,apenas,585,com alimentos saudáveis,688,e produzidos,708,de forma orgânica.,646,1900
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_2,+,683,Natália,782,sempre,638,mostrou,595,bastante dedicação,843,e eles,856,obviamente,932,estavam,829,muito contentes,524,com o desempenho,726,tão exemplar,552,na enfermaria,689,da clínica.,756,1802
Lista1,7a,1,10-22-2013,15:53:54,2,p,cor,i_14,+,675,Caetano e Cléber,823,eram,564,sempre,637,ríspidos e rudes,675,e eles,663,naturalmente,635,recebiam,561,muitas críticas,666,por causa,541,desse comportamento,664,e de seu péssimo,669,humor.,561,1871
Lista1,7a,1,10-22-2013,15:53:54,2,p,cor,i_8,+,610,Regina e Mateus,664,entoavam,765,canções,509,populares,520,e eles,514,rapidamente,573,seguiam,469,a melodia cantada,561,com um batuque,906,animado,548,para dar cadência,669,à música.,673,2015
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_27,+,771,Suzana,627,nunca foi,905,muito,435,responsável,513,e ele,524,com frequência,422,perdia,564,vários clientes,669,e muito dinheiro,641,por causa disso,758,ali na agência,727,de viagens.,569,2068
Lista1,7a,1,10-22-2013,15:53:54,2,s,cor,i_41,+,457,Diogo,534,traduzia,560,obras,601,importantes,463,e ele,444, felizmente,650,conseguia,606,um bom lucro,869,publicando,465,as melhores traduções,493,na forma,585,de coleções especiais.,608,1827
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_19,+,540,Joelma,565,fazia,638,uma torta,482,bem gostosa,654,e eles,562,geralmente,523,vendiam,533,esse quitute,607,por um preço,550,bastante razoável,686,na doceria,514,onde ela trabalhava.,844,1843
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_4,+,722,Cristina,532,adorava,574,ouvir,486,boa música,529,e eles,524,quase sempre,502,tocavam,545,alguma coisa,538,que lhe agradava,500, e animava,526,ali na quermesse,585,do bairro.,560,1564
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_12,+,554,Joana,770,era,690,professora,726,fazia tempo,904,e eles,930,quase nunca,540,recebiam,517,reclamações graves,608,sobre as aulas,613,que eram dadas,604,ali,628,na escola estadual.,569,1825
Lista1,7a,1,10-22-2013,15:53:54,2,s,inf,i_26,Na santa casa de saúde,638,Aline,579,nunca,571,parava,579,para descansar,555,e ele,644,raramente,634,chamava,639,outras pessoas,692,para ajudá-la,632,com o trabalho,637,nos plantões,562,do turno da noite.,747,1961
Lista1,7a,1,10-22-2013,15:53:54,2,s,inf,i_16,Na mesa de operações,1026,Fernanda,568,estava,640,sentindo,645,muita dor,682,e ele,590,felizmente,581,sabia,509,como aliviar,584,aquele sofrimento,592,sem fim,647,de forma,621,muito rápida.,771,1823
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_5,+,719,Carolina,577,anunciou,633,sua,494,aposentadoria,554,e eles,643,naturalmente,504,lamentavam,595,o fim prematuro,586,de uma carreira,658,tão bela,566,na companhia,511,de balé.,665,1810
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_35,Na delegacia distrital,2283,Bárbara,589,tinha fama,597,de ser,556,muito brava,517,e eles,799,obviamente,654,respeitavam,594,apenas,586,superiores,753,que fossem autoritários,562,e impusessem,651,respeito.,671,1901
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_34,+,976,Jéssica,759,tinha,664,uma paciência,636,incrível,658,e ele,615,geralmente,621,recebia,596,elogios,667,pelo trabalho,511,que ela desempenhava,602,na clínica,609,de pediatria.,728,1780
Lista1,7a,1,10-22-2013,15:53:54,2,s,cor,i_20,+,530,Emerson,621,fofocava,611,sobre,553,qualquer coisa,690,e ele,678,obviamente,618,adorava,640,ouvir,581,uma fofoca maldosa,765,e bem contada,653,sobre detalhes,707,da vida alheia.,773,1999
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_1,Ali na confecção da loja,660,Adriana,681,costurava,604,por dez horas,724,todo dia,582,e eles,653,ainda assim,482,diziam,509,que o trabalho,472,de costura,517,era muito tranquilo,591,e quase nada,598,cansativo.,573,1580
Lista1,7a,1,10-22-2013,15:53:54,2,s,cor,i_18,+,670,Josué,1906,falava,1284,feito,414,uma matraca,477,e ele,474,quase nunca,486,percebia,497,quão inconveniente,541,era,438,aquele falatório,452,em meio,609,às outras vozes.,456,1431
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_10,Na loja onde trabalhava,574,Solange,518,era,464,mais sincera,749,do que deveria,510,e eles,489,inclusive,532,viviam,574,enfrentando,422,problemas graves,468,por causa disso,480,e de sua falta,460,de educação.,441,1370
Lista1,7a,1,10-22-2013,15:53:54,2,p,cor,i_24,+,624,Samuel e Zuleica,2182,não,509,davam conta,984,de suas obrigações,607,e eles,486,frequentemente,481,contratavam,621,funcionários,531,para cobrir,1261,o trabalho que sobrava,714,quando as coisas,924,apertavam.,518,2506
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_25,Nas aulas de recuperação,1292,Verônica,439,não costumava,532,estudar,510,muito,473,e eles,453,naturalmente,578,tentavam,458,escolher,503,tópicos de estudo,450,que a motivassem,463,e melhorassem,460,seu desempenho.,537,1416
Lista1,7a,1,10-22-2013,15:53:54,2,p,cor,i_40,+,523,Ângelo e Chico,565,trabalhavam,461,como,506,secretários,565,e eles,493,geralmente,521,recebiam,515,várias ligações,525,de pessoas,455,muito importantes,980,ao longo,556,de todo o dia.,453,1960
Lista1,7a,1,10-22-2013,15:53:54,2,s,cor,i_23,+,615,Leonardo,733,gastava,591,sem,566,se preocupar,495,e ele,602,inclusive,481,parcelava,573,todas aquelas compras,469,em várias vezes,609,com juros,744,em seus cartões,601,de crédito.,527,1822
Lista1,7a,1,10-22-2013,15:53:54,2,s,cor,i_21,+,511,Maurício,474,ganhava,454,a vida,659,como repórter,520,e ele,482,com frequência,461,publicava,522,as matérias,580,mais importantes,541,com muito destaque,614,nas edições semanais,685,da revista.,512,1735
Lista1,7a,1,10-22-2013,15:53:54,2,s,inf,i_7,Na cantina italiana,583,Samira,479,cozinhava,715,com muita,509,pimenta,488,e ele,452,certamente,417,achava,431,que isso afastaria,509,os clientes,472,mais sensíveis,436,e de paladar,466,mais delicado.,462,1417
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_29,+,507,Talita,630,roncava,428,além,426,do aceitável,392,e ele,472,inclusive,436,chegava,498,a despertar,413,com aquela sinfonia,476,de roncos,440,na hospedagem,486,da vila.,433,1329
Lista1,7a,1,10-22-2013,15:53:54,2,s,inf,i_22,Na filial da Globo,464,Mariana,365,ganhava bem,414,como ,397,maquiadora,397,e ele,412,claramente,379,estava,395,bastante contente,427,com o trabalho,393,realizado,441,junto às atrizes,455,mais famosas.,403,1261
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_30,Nas negociações da empresa,550,Vitória,463,sabia,395,usar bem,411,sua lábia,410,e eles,393,obviamente,457,dependiam,389,desse talento único,421,para ganhar,435,dinheiro,417,às custas,447,de seus clientes.,413,1273
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_37,+,674,Valéria,518,tocava,592,guitarra,423,como ninguém,502,e eles,432,claramente,494,sentiam,473,bastante orgulho,438,de um talento,499,tão natural,446,ali na escola,508,de música.,471,1383
Lista1,7a,1,10-22-2013,15:53:54,2,s,inf,i_11,Durante as aulas de teatro,478,Lorena,442,era,424,uma pessoa,630,bem tímida,380,e ele,524,raramente,342,conseguia,424,superar,390,aquela timidez,438,quase doentia,404,nas atividades,451,em grupo.,399,1232
Lista1,7a,1,10-22-2013,15:53:54,2,s,inf,i_6,Na vila onde morava,439,Daniela,421,costumava,403,contar,418,muita vantagem,609,e ele,343,logicamente,441,estava,407,mais que acostumado,390,a lidar,421,com tanta mentira,499,contada,622,todos os dias.,420,1310
Lista1,7a,1,10-22-2013,15:53:54,2,p,ind,i_31,+,464,Alice,509,sempre,440,comia,469,bastante carne,418,e eles,432,geralmente,493,assavam,681,uma picanha,413,suculenta,508,e apetitosa,487,ali na churrascaria,610,do Leblon.,537,1408
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_28,+,1080,Irene,507,passava,470,toneladas,403,de roupa,657,e ele,550,claramente,367,dependia,383,daquelas roupas todas,399,para conseguir,334,algum lucro,928,na lavanderia,457,onde trabalhava.,470,1661
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_33,+,532,Nádia,525,só cantava,472,música,484,sertaneja,528,e ele,474,geralmente,726,prometia,504,um novo repertório,451,para cada,416,show feito,446,na casa noturna,460,da cidade.,537,1313
Lista1,7a,1,10-22-2013,15:53:54,2,p,cor,i_15,+,1164,Antônio e Isabela,572,estavam,484,sempre,464,na correria,525,e eles,439,quase nunca,548,deixavam,478,os funcionários,426,contratados,472,tirarem uma folga,484,durante as horas,432,do expediente.,846,1382
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_39,+,461,Sueli,506,trabalhava,533,como,478,advogada,458,e ele,471,semanalmente,531,revisava,493,todos os contratos,488,de licitação,436,e de venda,497,ali na sede,477,da construtora.,489,1421
Lista1,7a,1,10-22-2013,15:53:54,2,s,ind,i_36,+,507,Carina,470,tocava,418,flauta,528,sem muito empenho,619,e ele,545,obviamente,458,estava,455,bastante descontente,564,com,429,aquela situação,411,nas apresentações,554,da orquestra.,483,1404
Lista1,7a,1,10-22-2013,15:53:54,2,p,inf,i_38,Na secretaria de cultura,802,Marcela,529,tomou posse,491,como,439,secretária,484,e eles,448,certamente,525,estavam,424,bem contentes,534,com sua nomeação,527,inesperada,458,feita pelo ministro,470,da cultura.,483,1519
Lista1,7a,1,10-22-2013,15:53:54,2,s,cor,i_3,+,448,Fabrício,461,acabou,714,compondo,492,belas canções,424,e ele,422,claramente,516,lucrava,367,um bom dinheiro,383,com as composições,399,mais famosas,446,que tocavam bastante,427,na rádio.,457,1228
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_15,+,778,Antônio e Isabela,4410,estavam,774,sempre,694,na correria,921,e eles,738,quase nunca,1523,deixavam,1684,os funcionários,591,contratados,758,tirarem uma folga,855,durante as horas,675,do expediente.,711,2204
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_23,+,860,Leonardo,1034,gastava,799,sem,1837,se preocupar,641,e ele,823,inclusive,645,parcelava,570,todas aquelas compras,850,em várias vezes,527,com juros,537,em seus cartões,594,de crédito.,458,1914
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_9,+,676,Eduardo e Eliane,984,eram,895,competentes,794,no que faziam,825,e eles,471,inclusive,739,dependiam,884,dessa competência,640,para fechar,741,vários contratos,630,com clientes,604,milionários.,531,2011
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_6,Na vila onde morava,760,Daniela,664,costumava,572,contar,724,muita vantagem,950,e ele,1551,logicamente,927,estava,1305,mais que acostumado,1379,a lidar,554,com tanta mentira,787,contada,914,todos os dias.,557,2720
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_30,Nas negociações da empresa,1106,Vitória,661,sabia,585,usar bem,625,sua lábia,631,e eles,493,obviamente,617,dependiam,655,desse talento único,659,para ganhar,536,dinheiro,514,às custas,540,de seus clientes.,502,1709
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_24,+,1226,Samuel e Zuleica,1143,não,664,davam conta,797,de suas obrigações,620,e eles,626,frequentemente,648,contratavam,765,funcionários,590,para cobrir,533,o trabalho que sobrava,687,quando as coisas,898,apertavam.,445,1810
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_37,+,716,Valéria,702,tocava,657,guitarra,1829,como ninguém,1610,e eles,792,claramente,696,sentiam,603,bastante orgulho,562,de um talento,538,tão natural,532,ali na escola,573,de música.,630,1632
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_8,+,842,Regina e Mateus,871,entoavam,819,canções,785,populares,1024,e eles,1222,rapidamente,547,seguiam,525,a melodia cantada,743,com um batuque,1080,animado,652,para dar cadência,801,à música.,943,2475
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_21,+,643,Maurício,873,ganhava,805,a vida,691,como repórter,663,e ele,1067,com frequência,735,publicava,752,as matérias,737,mais importantes,690,com muito destaque,1461,nas edições semanais,761,da revista.,698,2888
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_14,+,628,Caetano e Cléber,1050,eram,447,sempre,588,ríspidos e rudes,932,e eles,845,naturalmente,635,recebiam,464,muitas críticas,493,por causa,552,desse comportamento,545,e de seu péssimo,778,humor.,522,1590
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_29,+,1006,Talita,756,roncava,709,além,807,do aceitável,694,e ele,873,inclusive,725,chegava,631,a despertar,653,com aquela sinfonia,658,de roncos,583,na hospedagem,606,da vila.,549,1894
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_16,Na mesa de operações,1202,Fernanda,736,estava,561,sentindo,554,muita dor,515,e ele,621,felizmente,532,sabia,590,como aliviar,581,aquele sofrimento,573,sem fim,693,de forma,569,muito rápida.,545,1847
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_35,Na delegacia distrital,1016,Bárbara,797,tinha fama,781,de ser,557,muito brava,533,e eles,767,obviamente,463,respeitavam,764,apenas,540,superiores,550,que fossem autoritários,2079,e impusessem,873,respeito.,917,3169
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_18,+,702,Josué,769,falava,1057,feito,917,uma matraca,879,e ele,859,quase nunca,919,percebia,737,quão inconveniente,626,era,825,aquele falatório,598,em meio,573,às outras vozes.,678,2049
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_12,+,621,Joana,723,era,709,professora,648,fazia tempo,941,e eles,1527,quase nunca,872,recebiam,1380,reclamações graves,1003,sobre as aulas,769,que eram dadas,1537,ali,482,na escola estadual.,733,3309
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_40,+,712,Ângelo e Chico,1002,trabalhavam,721,como,691,secretários,646,e eles,475,geralmente,696,recebiam,587,várias ligações,610,de pessoas,585,muito importantes,721,ao longo,723,de todo o dia.,1141,1916
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_41,+,626,Diogo,648,traduzia,669,obras,513,importantes,508,e ele,567, felizmente,543,conseguia,505,um bom lucro,612,publicando,506,as melhores traduções,661,na forma,506,de coleções especiais.,1013,1779
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_39,+,623,Sueli,757,trabalhava,902,como,496,advogada,908,e ele,614,semanalmente,749,revisava,1230,todos os contratos,699,de licitação,1022,e de venda,1203,ali na sede,690,da construtora.,725,2924
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_1,Ali na confecção da loja,1779,Adriana,666,costurava,654,por dez horas,595,todo dia,586,e eles,482,ainda assim,541,diziam,488,que o trabalho,563,de costura,572,era muito tranquilo,932,e quase nada,733,cansativo.,815,2067
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_11,Durante as aulas de teatro,800,Lorena,846,era,523,uma pessoa,662,bem tímida,618,e ele,703,raramente,722,conseguia,580,superar,508,aquela timidez,1207,quase doentia,965,nas atividades,989,em grupo.,676,2680
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_2,+,645,Natália,682,sempre,510,mostrou,649,bastante dedicação,845,e eles,907,obviamente,789,estavam,644,muito contentes,730,com o desempenho,620,tão exemplar,562,na enfermaria,507,da clínica.,501,1912
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_25,Nas aulas de recuperação,1106,Verônica,548,não costumava,701,estudar,753,muito,657,e eles,582,naturalmente,621,tentavam,548,escolher,525,tópicos de estudo,984,que a motivassem,655,e melhorassem,660,seu desempenho.,568,2164
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_22,Na filial da Globo,982,Mariana,653,ganhava bem,594,como ,649,maquiadora,462,e ele,683,claramente,526,estava,744,bastante contente,650,com o trabalho,558,realizado,535,junto às atrizes,737,mais famosas.,674,1743
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_20,+,982,Emerson,685,fofocava,673,sobre,1030,qualquer coisa,699,e ele,846,obviamente,683,adorava,446,ouvir,508,uma fofoca maldosa,743,e bem contada,552,sobre detalhes,545,da vida alheia.,810,1803
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_13,Dentro da Polícia Federal,843,Marília,1159,era,519,rebelde,690,ao extremo,629,e ele,651,frequentemente,592,comentava,631,que isso,669,atrapalhava bastante,673,a carreira,629,e qualquer plano,859,de promoção.,712,1971
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_33,+,621,Nádia,708,só cantava,1078,música,618,sertaneja,592,e ele,616,geralmente,525,prometia,488,um novo repertório,676,para cada,471,show feito,404,na casa noturna,579,da cidade.,523,1551
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_26,Na santa casa de saúde,1858,Aline,565,nunca,525,parava,568,para descansar,528,e ele,586,raramente,449,chamava,526,outras pessoas,616,para ajudá-la,478,com o trabalho,907,nos plantões,405,do turno da noite.,852,2001
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_31,+,566,Alice,654,sempre,627,comia,553,bastante carne,657,e eles,630,geralmente,604,assavam,722,uma picanha,852,suculenta,737,e apetitosa,706,ali na churrascaria,693,do Leblon.,504,2295
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_5,+,608,Carolina,855,anunciou,867,sua,431,aposentadoria,525,e eles,520,naturalmente,386,lamentavam,385,o fim prematuro,577,de uma carreira,489,tão bela,453,na companhia,418,de balé.,416,1519
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_36,+,629,Carina,620,tocava,530,flauta,604,sem muito empenho,755,e ele,579,obviamente,491,estava,455,bastante descontente,676,com,600,aquela situação,479,nas apresentações,523,da orquestra.,613,1755
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_4,+,738,Cristina,708,adorava,678,ouvir,778,boa música,1210,e eles,1033,quase sempre,765,tocavam,622,alguma coisa,628,que lhe agradava,1002, e animava,657,ali na quermesse,805,do bairro.,708,2287
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_10,Na loja onde trabalhava,859,Solange,680,era,444,mais sincera,761,do que deveria,874,e eles,646,inclusive,715,viviam,1150,enfrentando,542,problemas graves,552,por causa disso,561,e de sua falta,634,de educação.,511,1655
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_32,Na lanchonete vegetariana,694,Celina,601,sempre,528,se alimentava,490,muito bem,518,e eles,479,geralmente,459,preparavam,472,as refeições,596,apenas,443,com alimentos saudáveis,713,e produzidos,572,de forma orgânica.,676,1752
Lista1,8a,1,10-23-2013,12:57:12,2,p,inf,i_38,Na secretaria de cultura,1155,Marcela,612,tomou posse,650,como,639,secretária,836,e eles,1202,certamente,448,estavam,653,bem contentes,770,com sua nomeação,898,inesperada,1101,feita pelo ministro,928,da cultura.,825,2769
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_17,+,659,Damião,919,estudava,577,física,745,todo dia,763,e ele,555,certamente,868,possuía,608,os melhores livros,887,e revistas,770,sobre o assunto,786,que mais,513,lhe interessava.,556,2443
Lista1,8a,1,10-23-2013,12:57:12,2,s,inf,i_7,Na cantina italiana,825,Samira,630,cozinhava,509,com muita,518,pimenta,417,e ele,543,certamente,600,achava,575,que isso afastaria,679,os clientes,699,mais sensíveis,702,e de paladar,689,mais delicado.,580,2080
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_27,+,706,Suzana,677,nunca foi,633,muito,590,responsável,598,e ele,781,com frequência,605,perdia,596,vários clientes,507,e muito dinheiro,470,por causa disso,482,ali na agência,654,de viagens.,690,1459
Lista1,8a,1,10-23-2013,12:57:12,2,p,ind,i_19,+,567,Joelma,671,fazia,723,uma torta,693,bem gostosa,584,e eles,544,geralmente,505,vendiam,564,esse quitute,749,por um preço,558,bastante razoável,614,na doceria,525,onde ela trabalhava.,599,1921
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_28,+,647,Irene,556,passava,501,toneladas,512,de roupa,474,e ele,535,claramente,496,dependia,460,daquelas roupas todas,649,para conseguir,525,algum lucro,520,na lavanderia,578,onde trabalhava.,602,1694
Lista1,8a,1,10-23-2013,12:57:12,2,s,ind,i_34,+,532,Jéssica,589,tinha,549,uma paciência,558,incrível,535,e ele,593,geralmente,520,recebia,466,elogios,478,pelo trabalho,555,que ela desempenhava,819,na clínica,657,de pediatria.,662,1852
Lista1,8a,1,10-23-2013,12:57:12,2,s,cor,i_3,+,540,Fabrício,470,acabou,434,compondo,432,belas canções,477,e ele,473,claramente,470,lucrava,434,um bom dinheiro,575,com as composições,616,mais famosas,445,que tocavam bastante,588,na rádio.,531,1636
Lista1,8a,1,10-23-2013,12:57:12,2,p,cor,i_42,+,741,Beatriz e Cândido,727,viajavam,601,quase,527,todo dia,634,e eles,543,quase sempre,824,tentavam,502,fazer as reservas,593,dos voos,441,em classe executiva,678,quando a viagem,570,era longa.,450,1712
Lista2,1b,2,10/10/13,14:46:44,2,s,cor,i_13,+,667,Timóteo,2223,era,787,rebelde,835,ao extremo,784,e ele,943,frequentemente,856,comentava,853,que isso,673,atrapalhava bastante,901,a carreira,768,e qualquer plano,1632,de promoção.,1165,2342
Lista2,1b,2,10/10/13,14:46:44,2,s,cor,i_7,+,696,Rogério,3483,cozinhava,588,com muita,756,pimenta,772,e ele,772,certamente,612,achava,683,que isso afastaria,734,os clientes,640,mais sensíveis,661,e de paladar,890,mais delicado.,997,2035
Lista2,1b,2,10/10/13,14:46:44,2,s,ind,i_14,+,397,Jandira,396,era,428,sempre,346,ríspida e rude,236,e ele,1538,naturalmente,626,recebia,520,muitas críticas,930,por causa,572,desse comportamento,660,ali na recepção,841,da pousada.,662,2162
Lista2,1b,2,10/10/13,14:46:44,2,s,ind,i_9,+,395,Eliane,795,era,570,competente,482,no que fazia,574,e ele,486,inclusive,1762,dependia,777,dessa competência,953,para fechar,482,vários contratos,541,ali na firma,679,de arquitetura.,571,1976
Lista2,1b,2,10/10/13,14:46:44,2,p,inf,i_5,Na companhia de balé,1405,Carolina,420,anunciou,466,sua,414,aposentadoria,701,e eles,640,naturalmente,709,lamentavam,488,o fim prematuro,1059,de uma carreira,488,tão bela,819,dedicada,801,à dança clássica.,2448,2366
Lista2,1b,2,10/10/13,14:46:44,2,p,inf,i_37,Na escola de música,1012,Valéria,314,tocava,461,guitarra,650,como ninguém,591,e eles,502,claramente,417,sentiam,463,bastante orgulho,524,de um talento,774,tão natural,678,e de sua dedicação,730,exemplar.,1820,1976
Lista2,1b,2,10/10/13,14:46:44,2,s,inf,i_33,Na casa noturna da cidade,1161,Nádia,313,só cantava,748,música,429,sertaneja,364,e ele,365,geralmente,653,prometia,834,um novo repertório,1103,para cada,402,show feito,401,para,352,seus clientes.,577,1906
Lista2,1b,2,10/10/13,14:46:44,2,s,ind,i_42,+,378,Beatriz,554,viajava,419,quase,481,todo dia,381,e ele,445,quase sempre,491,tentava,1399,fazer as reservas,525,dos voos,456,em classe executiva,453,na empresa,482,onde trabalhava.,541,1434
Lista2,1b,2,10/10/13,14:46:44,2,s,cor,i_11,+,477,Gustavo,617,era,511,uma pessoa,506,bem tímida,357,e ele,406,raramente,437,conseguia,386,superar,418,aquela timidez,512,quase doentia,443,nas atividades,457,em grupo.,374,1373
Lista2,1b,2,10/10/13,14:46:44,2,s,inf,i_29,Na hospedagem da vila,1299,Talita,797,roncava,493,além,553,do aceitável,722,e ele,452,inclusive,481,chegava,733,a despertar,349,com aquela sinfonia,847,de roncos,443,ao longo,441,de toda a noite.,582,1639
Lista2,1b,2,10/10/13,14:46:44,2,p,inf,i_19,Na doceria onde trabalhava,1264,Joelma,445,fazia,426,uma torta,440,bem gostosa,374,e eles,406,geralmente,437,vendiam,371,esse quitute,403,por um preço,450,bastante razoável,543,para a alegria,616,dos clientes.,463,1396
Lista2,1b,2,10/10/13,14:46:44,2,p,ind,i_21,+,341,Pâmela,487,ganhava,403,a vida,545,como repórter,411,e eles,378,com frequência,346,publicavam,396,as matérias,332,mais importantes,429,com muito destaque,955,nas edições,452,da Revista Veja.,737,1716
Lista2,1b,2,10/10/13,14:46:44,2,p,ind,i_41,+,392,Estela,439,traduzia,421,obras,355,importantes,292,e eles,344,felizmente,345,conseguiam,283,um bom lucro,271,publicando,435,as melhores traduções,337,na editora,563,onde ela trabalhava.,475,1043
Lista2,1b,2,10/10/13,14:46:44,2,p,inf,i_2,Na enfermaria da clínica,1080,Natália,412,sempre,410,mostrou,345,bastante dedicação,699,e eles,382,obviamente,541,estavam,408,muito contentes,358,com o desempenho,439,tão exemplar,485,mostrado,465,todos os dias.,365,1282
Lista2,1b,2,10/10/13,14:46:44,2,s,cor,i_16,+,554,Hamilton,2035,estava,415,sentindo,669,bastante dor,386,e ele,881,felizmente,365,sabia,366,como aliviar,287,aquele sofrimento,370,sem fim,371,de forma,323,muito rápida.,357,1028
Lista2,1b,2,10/10/13,14:46:44,2,p,ind,i_20,+,326,Luana,393,fofocava,360,sobre,329,qualquer coisa,412,e eles,427,obviamente,377,adoravam,377,ouvir,346,uma fofoca maldosa,667,e bem contada,655,na paróquia,452,da vila.,433,1668
Lista2,1b,2,10/10/13,14:46:44,2,p,ind,i_3,+,406,Michele,420,acabou,371,compondo,323,belas canções,405,e eles,388,claramente,420,lucravam,386,um bom dinheiro,338,com as composições,403,mais famosas,338,na gravadora,372,onde ela trabalhava.,612,1079
Lista2,1b,2,10/10/13,14:46:44,2,s,cor,i_22,+,434,Anderson,431,ganhava bem,541,como ,503,maquiador,1378,e ele,425,claramente,360,estava,409,bastante contente,968,com o trabalho,463,realizado,540,junto às atrizes,486,mais famosas.,641,1971
Lista2,1b,2,10/10/13,14:46:44,2,p,ind,i_18,+,354,Teresa,371,falava,355,feito,340,uma matraca,1333,e eles,350,quase nunca,335,percebiam,340,quão incoveniente,387,era,466,aquele falatório,366,durante a missa,431,matinal.,429,1219
Lista2,1b,2,10/10/13,14:46:44,2,s,cor,i_6,+,297,Alberto,477,costumava,361,contar,394,muita vantagem,346,e ele,588,logicamente,355,estava,340,mais que acostumado,358,a lidar,407,com tanta mentira,406,contada,805,todos os dias.,451,1171
Lista2,1b,2,10/10/13,14:46:44,2,p,cor,i_32,+,375,Rodolfo e Celina,952,sempre,320,se alimentavam,338,muito bem,292,e eles,408,geralmente,343,preparavam,328,as refeições,347,apenas,332,com alimentos saudáveis,398,e produzidos,397,de forma orgânica.,396,1077
Lista2,1b,2,10/10/13,14:46:44,2,p,ind,i_23,+,381,Cecília,445,gastava,411,sem,346,se preocupar,1164,e eles,364,inclusive,333,parcelavam,303,todas aquelas compras,482,em várias vezes,413,com juros,412,ali na loja,411,de roupas.,362,1307
